Instance,Global Circuit layer,Local Circuit Layer,Number of Teleported Qubits,Total Number of Teleported Qubits,Number of Teleported Qubit Swaps,Total Number of Teleported Qubits Minus Swaps,q_x1,q_x2,q_x3,q_x4,q_x5,q_x6,q_x7,q_x8,q_x9,q_x10,q_x11,q_x12,q_x13,q_x14,q_x15,q_x16,q_x17,q_x18,q_x19,q_x20,q_x21,q_x22,q_x23,q_x24,q_x25,q_x26,q_x27,q_x28,q_x29,q_x30,q_x31,q_x32,q_x33,q_x34,q_x35,q_x36,q_x37,q_x38,q_x39,q_x40,q_x41,q_x42,q_x43,q_x44,q_x45,q_x46,q_x47,q_x48,q_x49,q_x50,q_s1,q_s2,q_s3,q_s4,q_s5,q_s6
14,98,0,0,51,0,44,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
14,99,1,1,52,0,45,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_3,M_1,M_3,M_3,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
14,100,2,1,53,0,46,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_3,M_1,M_3,M_3,M_3,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
14,101,3,0,53,0,46,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_3,M_1,M_3,M_3,M_3,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
14,102,4,0,53,0,46,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_3,M_1,M_3,M_3,M_3,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
14,103,5,2,55,1,47,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_3,M_1,M_3,M_4,M_3,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
14,104,6,0,55,0,47,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_3,M_1,M_3,M_4,M_3,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
14,105,7,0,55,0,47,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_3,M_1,M_3,M_4,M_3,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
15,105,0,0,55,0,47,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_3,M_1,M_3,M_4,M_3,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
15,106,1,0,55,0,47,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_3,M_1,M_3,M_4,M_3,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
15,107,2,2,57,1,48,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_3,M_4,M_3,M_3,M_3,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
15,108,3,0,57,0,48,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_3,M_4,M_3,M_3,M_3,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
15,109,4,0,57,0,48,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_3,M_4,M_3,M_3,M_3,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
15,110,5,0,57,0,48,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_3,M_4,M_3,M_3,M_3,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
15,111,6,0,57,0,48,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_3,M_4,M_3,M_3,M_3,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
15,112,7,0,57,0,48,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_3,M_4,M_3,M_3,M_3,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
16,112,0,0,57,0,48,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_3,M_4,M_3,M_3,M_3,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
16,113,1,0,57,0,48,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_3,M_4,M_3,M_3,M_3,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
16,114,2,2,59,0,50,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_3,M_3,M_3,M_3,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
16,115,3,0,59,0,50,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_3,M_3,M_3,M_3,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
16,116,4,0,59,0,50,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_3,M_3,M_3,M_3,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
16,117,5,0,59,0,50,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_3,M_3,M_3,M_3,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
16,118,6,0,59,0,50,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_3,M_3,M_3,M_3,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
16,119,7,0,59,0,50,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_3,M_3,M_3,M_3,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
17,119,0,0,59,0,50,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_3,M_3,M_3,M_3,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
17,120,1,3,62,1,52,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_3,M_2,M_0,M_3,M_3,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
17,121,2,0,62,0,52,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_3,M_2,M_0,M_3,M_3,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
17,122,3,1,63,0,53,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_3,M_2,M_0,M_3,M_3,M_3,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
17,123,4,0,63,0,53,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_3,M_2,M_0,M_3,M_3,M_3,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
17,124,5,0,63,0,53,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_3,M_2,M_0,M_3,M_3,M_3,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
17,125,6,0,63,0,53,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_3,M_2,M_0,M_3,M_3,M_3,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
17,126,7,0,63,0,53,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_3,M_2,M_0,M_3,M_3,M_3,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
18,126,0,0,63,0,53,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_3,M_2,M_0,M_3,M_3,M_3,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
18,127,1,1,64,0,54,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_3,M_2,M_0,M_0,M_3,M_3,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
18,128,2,2,66,1,55,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_0,M_2,M_0,M_0,M_3,M_3,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_3
18,129,3,0,66,0,55,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_0,M_2,M_0,M_0,M_3,M_3,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_3
18,130,4,1,67,0,56,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_0,M_2,M_0,M_0,M_3,M_3,M_3,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_3
18,131,5,0,67,0,56,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_0,M_2,M_0,M_0,M_3,M_3,M_3,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_3
18,132,6,0,67,0,56,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_0,M_2,M_0,M_0,M_3,M_3,M_3,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_3
18,133,7,0,67,0,56,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_0,M_2,M_0,M_0,M_3,M_3,M_3,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_3
19,133,0,0,67,0,56,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_0,M_2,M_0,M_0,M_3,M_3,M_3,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_3
19,134,1,1,68,0,57,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_1,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_0,M_2,M_0,M_0,M_3,M_3,M_3,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_3
19,135,2,0,68,0,57,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_1,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_0,M_2,M_0,M_0,M_3,M_3,M_3,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_3
19,136,3,1,69,0,58,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_1,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_0,M_2,M_0,M_0,M_3,M_3,M_3,M_3,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_3
19,137,4,0,69,0,58,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_1,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_0,M_2,M_0,M_0,M_3,M_3,M_3,M_3,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_3
19,138,5,0,69,0,58,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_1,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_0,M_2,M_0,M_0,M_3,M_3,M_3,M_3,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_3
19,139,6,0,69,0,58,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_1,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_0,M_2,M_0,M_0,M_3,M_3,M_3,M_3,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_3
19,140,7,0,69,0,58,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_1,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_0,M_2,M_0,M_0,M_3,M_3,M_3,M_3,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_3
20,140,0,0,69,0,58,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_1,M_1,M_2,M_3,M_3,M_2,M_1,M_4,M_4,M_0,M_2,M_0,M_0,M_3,M_3,M_3,M_3,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_3
20,141,1,1,70,0,59,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_1,M_1,M_2,M_1,M_3,M_2,M_1,M_4,M_4,M_0,M_2,M_0,M_0,M_3,M_3,M_3,M_3,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_3
20,142,2,1,71,0,60,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_1,M_1,M_2,M_1,M_3,M_2,M_1,M_4,M_4,M_0,M_2,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_3
20,143,3,0,71,0,60,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_1,M_1,M_2,M_1,M_3,M_2,M_1,M_4,M_4,M_0,M_2,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_3
20,144,4,0,71,0,60,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_1,M_1,M_2,M_1,M_3,M_2,M_1,M_4,M_4,M_0,M_2,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_3
20,145,5,0,71,0,60,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_1,M_1,M_2,M_1,M_3,M_2,M_1,M_4,M_4,M_0,M_2,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_3
20,146,6,0,71,0,60,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_1,M_1,M_2,M_1,M_3,M_2,M_1,M_4,M_4,M_0,M_2,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_3
20,147,7,0,71,0,60,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_1,M_1,M_2,M_1,M_3,M_2,M_1,M_4,M_4,M_0,M_2,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_3
21,147,0,0,71,0,60,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_1,M_1,M_2,M_1,M_3,M_2,M_1,M_4,M_4,M_0,M_2,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_3
