Instance,Global Circuit layer,Local Circuit Layer,Number of Teleported Qubits,Total Number of Teleported Qubits,Number of Teleported Qubit Swaps,Total Number of Teleported Qubits Minus Swaps,q_x1,q_x2,q_x3,q_x4,q_x5,q_x6,q_x7,q_x8,q_x9,q_x10,q_x11,q_x12,q_x13,q_x14,q_x15,q_x16,q_x17,q_x18,q_x19,q_x20,q_x21,q_x22,q_x23,q_x24,q_x25,q_x26,q_x27,q_x28,q_x29,q_x30,q_x31,q_x32,q_x33,q_x34,q_x35,q_x36,q_x37,q_x38,q_x39,q_x40,q_x41,q_x42,q_x43,q_x44,q_x45,q_x46,q_x47,q_x48,q_x49,q_x50,q_x51,q_x52,q_x53,q_x54,q_x55,q_x56,q_x57,q_x58,q_x59,q_x60,q_x61,q_x62,q_x63,q_x64,q_x65,q_x66,q_x67,q_x68,q_x69,q_x70,q_x71,q_x72,q_x73,q_x74,q_x75,q_x76,q_x77,q_x78,q_x79,q_x80,q_x81,q_x82,q_x83,q_x84,q_x85,q_x86,q_x87,q_x88,q_x89,q_x90,q_x91,q_x92,q_x93,q_x94,q_x95,q_x96,q_x97,q_x98,q_x99,q_x100,q_s1,q_s2,q_s3,q_s4,q_s5,q_s6,q_s7
224,672,0,0,399,0,354,M_2,M_6,M_5,M_5,M_5,M_5,M_1,M_3,M_4,M_3,M_3,M_4,M_3,M_6,M_4,M_4,M_6,M_6,M_6,M_5,M_1,M_3,M_1,M_4,M_1,M_6,M_0,M_6,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_6,M_1,M_4,M_0,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_6,M_6,M_2,M_1,M_1,M_1,M_0,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_4,M_4,M_4,M_5,M_4,M_3,M_3,M_3,M_6,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_2,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_0,M_2,M_2,M_2,M_0,M_2
224,673,1,4,403,1,357,M_2,M_6,M_5,M_5,M_5,M_5,M_3,M_3,M_4,M_3,M_3,M_4,M_3,M_6,M_4,M_4,M_6,M_6,M_6,M_5,M_1,M_3,M_1,M_4,M_4,M_6,M_0,M_6,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_6,M_1,M_4,M_0,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_6,M_6,M_2,M_1,M_1,M_1,M_0,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_1,M_4,M_4,M_5,M_4,M_3,M_3,M_3,M_1,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_2,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_0,M_2,M_2,M_2,M_0,M_2
224,674,2,2,405,0,359,M_6,M_6,M_5,M_5,M_5,M_5,M_3,M_3,M_4,M_3,M_3,M_4,M_3,M_6,M_4,M_4,M_6,M_6,M_6,M_5,M_1,M_3,M_1,M_4,M_4,M_6,M_0,M_6,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_6,M_1,M_4,M_0,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_6,M_6,M_2,M_1,M_1,M_1,M_0,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_1,M_4,M_4,M_5,M_4,M_3,M_3,M_3,M_1,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_2,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_2,M_0,M_2,M_2,M_2,M_0,M_2
224,675,3,1,406,0,360,M_6,M_6,M_5,M_5,M_5,M_5,M_3,M_3,M_4,M_3,M_3,M_4,M_3,M_6,M_4,M_4,M_6,M_6,M_6,M_5,M_1,M_3,M_1,M_4,M_4,M_6,M_0,M_6,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_6,M_1,M_4,M_0,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_6,M_6,M_2,M_1,M_1,M_1,M_0,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_1,M_4,M_4,M_5,M_4,M_3,M_3,M_3,M_1,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_2,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_4,M_0,M_2,M_2,M_2,M_0,M_2
225,675,0,0,406,0,360,M_6,M_6,M_5,M_5,M_5,M_5,M_3,M_3,M_4,M_3,M_3,M_4,M_3,M_6,M_4,M_4,M_6,M_6,M_6,M_5,M_1,M_3,M_1,M_4,M_4,M_6,M_0,M_6,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_6,M_1,M_4,M_0,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_6,M_6,M_2,M_1,M_1,M_1,M_0,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_1,M_4,M_4,M_5,M_4,M_3,M_3,M_3,M_1,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_2,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_4,M_0,M_2,M_2,M_2,M_0,M_2
225,676,1,3,409,0,363,M_6,M_6,M_5,M_5,M_5,M_5,M_3,M_3,M_4,M_3,M_3,M_4,M_3,M_6,M_4,M_4,M_6,M_6,M_6,M_5,M_1,M_3,M_1,M_4,M_4,M_6,M_0,M_6,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_6,M_1,M_4,M_0,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_6,M_6,M_2,M_1,M_1,M_1,M_0,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_1,M_4,M_4,M_5,M_4,M_3,M_3,M_3,M_3,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_1,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_0,M_2,M_2,M_2,M_0,M_2
225,677,2,1,410,0,364,M_6,M_6,M_5,M_5,M_5,M_5,M_3,M_3,M_4,M_3,M_3,M_4,M_3,M_6,M_4,M_4,M_6,M_6,M_6,M_5,M_1,M_3,M_1,M_4,M_4,M_6,M_0,M_6,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_6,M_2,M_4,M_0,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_6,M_6,M_2,M_1,M_1,M_1,M_0,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_1,M_4,M_4,M_5,M_4,M_3,M_3,M_3,M_3,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_1,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_0,M_2,M_2,M_2,M_0,M_2
225,678,3,1,411,0,365,M_6,M_6,M_5,M_5,M_5,M_5,M_3,M_3,M_1,M_3,M_3,M_4,M_3,M_6,M_4,M_4,M_6,M_6,M_6,M_5,M_1,M_3,M_1,M_4,M_4,M_6,M_0,M_6,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_6,M_2,M_4,M_0,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_6,M_6,M_2,M_1,M_1,M_1,M_0,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_1,M_4,M_4,M_5,M_4,M_3,M_3,M_3,M_3,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_1,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_0,M_2,M_2,M_2,M_0,M_2
226,678,0,0,411,0,365,M_6,M_6,M_5,M_5,M_5,M_5,M_3,M_3,M_1,M_3,M_3,M_4,M_3,M_6,M_4,M_4,M_6,M_6,M_6,M_5,M_1,M_3,M_1,M_4,M_4,M_6,M_0,M_6,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_6,M_2,M_4,M_0,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_6,M_6,M_2,M_1,M_1,M_1,M_0,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_1,M_4,M_4,M_5,M_4,M_3,M_3,M_3,M_3,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_1,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_0,M_2,M_2,M_2,M_0,M_2
226,679,1,5,416,0,370,M_0,M_6,M_0,M_6,M_5,M_5,M_5,M_3,M_1,M_3,M_3,M_4,M_3,M_6,M_4,M_4,M_6,M_6,M_6,M_5,M_1,M_3,M_1,M_4,M_4,M_6,M_0,M_6,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_6,M_2,M_4,M_0,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_3,M_6,M_2,M_1,M_1,M_1,M_0,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_1,M_4,M_4,M_5,M_4,M_3,M_3,M_3,M_3,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_1,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_0,M_2,M_2,M_2,M_0,M_2
226,680,2,1,417,0,371,M_0,M_6,M_0,M_6,M_5,M_5,M_5,M_3,M_1,M_3,M_3,M_4,M_3,M_6,M_4,M_4,M_6,M_6,M_6,M_5,M_1,M_3,M_1,M_4,M_4,M_6,M_0,M_6,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_6,M_2,M_4,M_0,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_3,M_6,M_2,M_1,M_1,M_1,M_0,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_1,M_4,M_4,M_5,M_4,M_3,M_3,M_3,M_3,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_1,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_6,M_2,M_2,M_2,M_0,M_2
226,681,3,1,418,0,372,M_0,M_6,M_0,M_6,M_5,M_5,M_5,M_3,M_1,M_3,M_3,M_4,M_3,M_6,M_4,M_4,M_6,M_6,M_6,M_5,M_1,M_3,M_1,M_4,M_4,M_6,M_0,M_6,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_6,M_2,M_4,M_0,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_3,M_6,M_2,M_1,M_1,M_1,M_0,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_1,M_4,M_4,M_5,M_4,M_3,M_3,M_3,M_3,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_1,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_5,M_2,M_2,M_2,M_0,M_2
227,681,0,0,418,0,372,M_0,M_6,M_0,M_6,M_5,M_5,M_5,M_3,M_1,M_3,M_3,M_4,M_3,M_6,M_4,M_4,M_6,M_6,M_6,M_5,M_1,M_3,M_1,M_4,M_4,M_6,M_0,M_6,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_6,M_2,M_4,M_0,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_3,M_6,M_2,M_1,M_1,M_1,M_0,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_1,M_4,M_4,M_5,M_4,M_3,M_3,M_3,M_3,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_1,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_5,M_2,M_2,M_2,M_0,M_2
227,682,1,4,422,0,376,M_0,M_6,M_0,M_6,M_5,M_5,M_5,M_5,M_3,M_4,M_3,M_4,M_3,M_6,M_4,M_4,M_6,M_6,M_6,M_5,M_1,M_3,M_1,M_4,M_4,M_6,M_0,M_6,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_6,M_2,M_4,M_0,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_3,M_6,M_2,M_1,M_1,M_1,M_0,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_1,M_4,M_4,M_2,M_4,M_3,M_3,M_3,M_3,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_1,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_5,M_2,M_2,M_2,M_0,M_2
227,683,2,1,423,0,377,M_0,M_6,M_0,M_6,M_5,M_5,M_5,M_5,M_3,M_4,M_3,M_4,M_3,M_6,M_4,M_4,M_6,M_6,M_6,M_5,M_1,M_3,M_1,M_4,M_4,M_6,M_0,M_6,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_6,M_2,M_4,M_0,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_3,M_6,M_2,M_1,M_1,M_1,M_0,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_1,M_4,M_4,M_2,M_4,M_3,M_3,M_3,M_3,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_1,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_3,M_2,M_2,M_2,M_0,M_2
227,684,3,1,424,0,378,M_0,M_6,M_0,M_6,M_5,M_5,M_5,M_5,M_3,M_4,M_3,M_4,M_3,M_6,M_4,M_4,M_6,M_6,M_6,M_5,M_1,M_3,M_1,M_4,M_4,M_6,M_0,M_6,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_6,M_2,M_4,M_0,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_3,M_6,M_2,M_1,M_1,M_1,M_0,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_1,M_4,M_4,M_2,M_4,M_3,M_3,M_3,M_3,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_1,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_4,M_2,M_2,M_2,M_0,M_2
228,684,0,0,424,0,378,M_0,M_6,M_0,M_6,M_5,M_5,M_5,M_5,M_3,M_4,M_3,M_4,M_3,M_6,M_4,M_4,M_6,M_6,M_6,M_5,M_1,M_3,M_1,M_4,M_4,M_6,M_0,M_6,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_6,M_2,M_4,M_0,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_3,M_6,M_2,M_1,M_1,M_1,M_0,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_1,M_4,M_4,M_2,M_4,M_3,M_3,M_3,M_3,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_1,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_4,M_2,M_2,M_2,M_0,M_2
228,685,1,3,427,0,381,M_0,M_6,M_0,M_6,M_5,M_5,M_5,M_5,M_3,M_4,M_3,M_4,M_4,M_6,M_4,M_6,M_6,M_6,M_6,M_5,M_1,M_3,M_1,M_4,M_4,M_6,M_0,M_0,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_6,M_2,M_4,M_0,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_3,M_6,M_2,M_1,M_1,M_1,M_0,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_1,M_4,M_4,M_2,M_4,M_3,M_3,M_3,M_3,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_1,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_4,M_2,M_2,M_2,M_0,M_2
228,686,2,1,428,0,382,M_0,M_6,M_0,M_6,M_5,M_5,M_5,M_5,M_3,M_4,M_3,M_4,M_4,M_6,M_4,M_6,M_6,M_6,M_6,M_5,M_1,M_3,M_1,M_4,M_4,M_6,M_0,M_0,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_6,M_2,M_4,M_0,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_3,M_6,M_2,M_1,M_1,M_1,M_0,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_1,M_4,M_4,M_2,M_4,M_3,M_3,M_3,M_3,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_1,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_6,M_2,M_2,M_2,M_0,M_2
228,687,3,0,428,0,382,M_0,M_6,M_0,M_6,M_5,M_5,M_5,M_5,M_3,M_4,M_3,M_4,M_4,M_6,M_4,M_6,M_6,M_6,M_6,M_5,M_1,M_3,M_1,M_4,M_4,M_6,M_0,M_0,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_6,M_2,M_4,M_0,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_3,M_6,M_2,M_1,M_1,M_1,M_0,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_1,M_4,M_4,M_2,M_4,M_3,M_3,M_3,M_3,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_1,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_6,M_2,M_2,M_2,M_0,M_2
229,687,0,0,428,0,382,M_0,M_6,M_0,M_6,M_5,M_5,M_5,M_5,M_3,M_4,M_3,M_4,M_4,M_6,M_4,M_6,M_6,M_6,M_6,M_5,M_1,M_3,M_1,M_4,M_4,M_6,M_0,M_0,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_6,M_2,M_4,M_0,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_3,M_6,M_2,M_1,M_1,M_1,M_0,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_1,M_4,M_4,M_2,M_4,M_3,M_3,M_3,M_3,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_1,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_6,M_2,M_2,M_2,M_0,M_2
229,688,1,3,431,0,385,M_0,M_6,M_0,M_6,M_5,M_5,M_5,M_5,M_3,M_4,M_3,M_4,M_4,M_6,M_4,M_6,M_6,M_6,M_6,M_6,M_1,M_3,M_1,M_3,M_4,M_6,M_0,M_0,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_4,M_2,M_4,M_0,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_3,M_6,M_2,M_1,M_1,M_1,M_0,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_1,M_4,M_4,M_2,M_4,M_3,M_3,M_3,M_3,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_1,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_6,M_2,M_2,M_2,M_0,M_2
229,689,2,1,432,0,386,M_0,M_6,M_0,M_6,M_5,M_5,M_5,M_5,M_3,M_4,M_3,M_4,M_4,M_6,M_4,M_6,M_6,M_6,M_6,M_6,M_1,M_3,M_1,M_3,M_4,M_6,M_0,M_0,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_4,M_2,M_4,M_0,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_3,M_6,M_2,M_1,M_1,M_1,M_0,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_1,M_4,M_4,M_2,M_4,M_3,M_3,M_3,M_3,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_1,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_1,M_2,M_2,M_2,M_0,M_2
229,690,3,1,433,0,387,M_0,M_6,M_0,M_6,M_5,M_5,M_5,M_5,M_3,M_4,M_3,M_4,M_4,M_6,M_4,M_6,M_6,M_6,M_6,M_6,M_1,M_3,M_1,M_3,M_4,M_6,M_0,M_0,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_4,M_2,M_4,M_0,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_3,M_6,M_2,M_1,M_1,M_1,M_0,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_1,M_4,M_4,M_2,M_4,M_3,M_3,M_3,M_3,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_1,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_3,M_2,M_2,M_2,M_0,M_2
230,690,0,0,433,0,387,M_0,M_6,M_0,M_6,M_5,M_5,M_5,M_5,M_3,M_4,M_3,M_4,M_4,M_6,M_4,M_6,M_6,M_6,M_6,M_6,M_1,M_3,M_1,M_3,M_4,M_6,M_0,M_0,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_4,M_2,M_4,M_0,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_3,M_6,M_2,M_1,M_1,M_1,M_0,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_1,M_4,M_4,M_2,M_4,M_3,M_3,M_3,M_3,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_1,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_3,M_2,M_2,M_2,M_0,M_2
230,691,1,4,437,1,390,M_0,M_6,M_0,M_6,M_5,M_5,M_5,M_5,M_3,M_4,M_3,M_4,M_4,M_6,M_4,M_6,M_6,M_6,M_6,M_6,M_1,M_3,M_1,M_3,M_0,M_6,M_0,M_0,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_4,M_2,M_4,M_5,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_3,M_6,M_2,M_1,M_1,M_1,M_4,M_1,M_3,M_0,M_0,M_0,M_5,M_4,M_4,M_1,M_4,M_4,M_2,M_4,M_3,M_3,M_3,M_3,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_1,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_0,M_2,M_2,M_2,M_0,M_2
230,692,2,3,440,1,392,M_0,M_6,M_0,M_6,M_5,M_5,M_5,M_5,M_3,M_4,M_3,M_4,M_4,M_6,M_4,M_6,M_6,M_6,M_6,M_6,M_1,M_3,M_1,M_3,M_0,M_0,M_0,M_0,M_0,M_1,M_3,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_4,M_2,M_4,M_5,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_3,M_6,M_2,M_1,M_1,M_1,M_4,M_1,M_3,M_0,M_6,M_1,M_5,M_4,M_4,M_1,M_4,M_4,M_2,M_4,M_3,M_3,M_3,M_3,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_1,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_0,M_2,M_2,M_2,M_0,M_2
230,693,3,1,441,0,393,M_0,M_6,M_0,M_6,M_5,M_5,M_5,M_5,M_3,M_4,M_3,M_4,M_4,M_6,M_4,M_6,M_6,M_6,M_6,M_6,M_1,M_3,M_1,M_3,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_4,M_2,M_4,M_5,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_3,M_6,M_2,M_1,M_1,M_1,M_4,M_1,M_3,M_0,M_6,M_1,M_5,M_4,M_4,M_1,M_4,M_4,M_2,M_4,M_3,M_3,M_3,M_3,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_1,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_0,M_2,M_2,M_2,M_0,M_2
231,693,0,0,441,0,393,M_0,M_6,M_0,M_6,M_5,M_5,M_5,M_5,M_3,M_4,M_3,M_4,M_4,M_6,M_4,M_6,M_6,M_6,M_6,M_6,M_1,M_3,M_1,M_3,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_4,M_2,M_4,M_5,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_3,M_6,M_2,M_1,M_1,M_1,M_4,M_1,M_3,M_0,M_6,M_1,M_5,M_4,M_4,M_1,M_4,M_4,M_2,M_4,M_3,M_3,M_3,M_3,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_1,M_5,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_0,M_2,M_2,M_2,M_0,M_2
231,694,1,4,445,1,396,M_0,M_6,M_0,M_6,M_5,M_5,M_5,M_5,M_3,M_4,M_3,M_4,M_4,M_6,M_4,M_6,M_6,M_6,M_6,M_6,M_1,M_3,M_1,M_3,M_0,M_0,M_0,M_0,M_0,M_5,M_0,M_5,M_1,M_5,M_5,M_5,M_5,M_0,M_5,M_3,M_1,M_4,M_4,M_2,M_4,M_5,M_4,M_4,M_1,M_0,M_0,M_0,M_1,M_5,M_3,M_3,M_1,M_3,M_6,M_2,M_1,M_1,M_1,M_4,M_1,M_3,M_0,M_6,M_1,M_3,M_4,M_4,M_1,M_4,M_4,M_2,M_4,M_3,M_3,M_3,M_3,M_0,M_5,M_6,M_6,M_6,M_6,M_2,M_1,M_0,M_2,M_3,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_6,M_1,M_5,M_2,M_2,M_2,M_0,M_2
